	compressor_time	entropy_time	entropy	compress
724	19737	7204	25527	5.927641099855282
725	15930	4438	35739	9.615023474178404
726	2895	8897	5146	87.14893617021276
727	24416	8336	14759	10.163771712158809
728	20128	6682	28054	12.08259587020649
729	22332	6412	38445	4.602247191011236
730	15850	3908	44267	8.208416833667334
731	22442	4469	35440	9.846153846153847
732	31309	4990	32664	4.348195329087049
733	15901	4498	48223	8.410677618069816
734	25388	6222	43840	3.680143755615454
735	25778	3677	69039	3.029585798816568
736	21511	6382	39150	4.617812852311161
737	26831	3857	76018	2.9552669552669553
738	19016	6342	35775	5.720670391061453
739	41389	3827	75183	3.0184229918938836
740	31580	3837	48553	7.831739961759082
741	19297	9588	21317	9.330296127562642
742	48282	6953	104851	1.7297297297297298
743	16391	7294	25445	6.177978883861237
744	34986	3707	78618	2.8054794520547945
745	17163	5891	42425	6.803986710963455
746	58191	3917	101863	1.4065934065934067
747	36649	5911	41948	4.779463243873979
748	21771	11121	15287	11.010752688172044
749	20850	11351	15778	13.003174603174603
750	15730	11802	15565	12.525993883792049
751	23735	11081	37085	5.298835705045279
752	33293	8456	26238	5.793493635077794
753	42040	6232	60545	3.474130619168787
754	22001	5691	42090	4.546059933407325
755	17733	6894	26086	6.5536
756	20108	7194	15443	13.473684210526315
757	18896	6863	22389	6.792703150912106
758	27332	4649	45911	3.9422521655437923
759	29045	10279	23701	6.574638844301766
760	35127	8236	63156	3.7304189435336976
761	16301	3998	44100	8.342158859470468
762	22583	6342	38979	3.893536121673004
763	15540	6883	21467	11.252747252747254
764	28384	4037	85629	3.091320754716981
765	26771	3987	88809	2.9681159420289855
766	24085	5551	49575	3.7338195077484047
767	27463	3777	80959	2.8946996466431094
768	21982	5751	42204	4.612612612612613
769	9728	7244	8969	17.429787234042553
770	25869	3797	83537	3.474130619168787
771	31499	4409	52522	3.190031152647975
772	21551	3897	81206	4.5663322185061315
773	14648	6843	21096	9.183856502242152
774	27251	3708	68885	4.824499411071849
775	22703	7655	46780	6.159398496240602
776	46578	7785	53613	2.9132290184921765
777	29045	5591	47215	4.6811428571428575
778	19577	6231	37483	5.535135135135135
779	16672	7113	18381	6.954159592529711
780	32201	6883	25980	5.97956204379562
781	21240	6002	42420	4.697247706422019
782	15349	6592	30509	7.393501805054152
783	12875	5460	33374	13.212903225806452
784	23805	4248	64189	4.84160756501182
785	22883	4950	61866	4.6598407281001135
786	15410	5280	31824	9.394495412844037
787	17012	5871	36096	6.895622895622895
788	22002	4168	58814	5.0945273631840795
789	23003	5530	49414	4.511013215859031
790	23846	4107	62010	4.876190476190477
791	17914	6202	36935	6.131736526946108
792	19327	4749	48788	6.942372881355932
793	24026	4408	68449	4.231404958677686
794	30558	5120	53660	3.764705882352941
795	23575	6122	58063	4.923076923076923
796	28393	5089	68056	4.551111111111111
797	21240	7064	43846	5.12
798	24787	4268	61796	4.88782816229117
799	22693	4840	60096	4.751740139211137
800	14688	4659	35577	9.990243902439024
801	21701	4669	63280	4.52596685082873
802	31069	3857	80643	2.5761006289308175
803	36900	3637	99358	1.9284369114877589
804	32141	3808	93271	2.3472779369627506
805	17773	6903	24362	7.148342059336824
806	26310	3948	81972	3.666965085049239
807	24396	5150	38635	4.535991140642303
808	23124	3807	81803	3.757798165137615
809	16972	7133	22851	6.989761092150171
810	27742	3888	75735	3.114828897338403
811	23455	10059	30899	6.095238095238095
812	38252	8266	79231	2.2946778711484592
813	20950	5831	41926	5.05055487053021
814	30949	3777	72997	2.392523364485981
815	16351	7014	23604	6.989761092150171
816	32742	3727	78526	2.3553766532489937
817	18074	6773	29720	5.868194842406877
818	36639	3607	82875	2.577721837633732
819	18976	6783	28686	6.606451612903226
820	19437	4238	55344	5.944847605224964
821	18715	5120	43027	6.330757341576507
822	16682	6893	29837	6.159398496240602
823	27292	4869	51171	5.580381471389646
824	30508	4048	81341	2.896746817538897
825	24396	4168	67984	4.515986769570011
826	22572	7284	22380	8.062992125984252
827	39024	3777	85639	2.1683430386447857
828	28995	3758	77650	2.5536159600997506
829	34455	4359	57317	2.6982872200263506
830	19427	6763	31742	5.5501355013550135
831	3377	7133	5871	56.888888888888886
832	12423	9578	15143	12.720496894409937
833	36820	8075	55361	3.282051282051282
834	21290	6072	41687	5.211195928753181
835	21241	5921	38575	8.241448692152918
836	11071	7273	15336	17.73160173160173
837	19457	6262	39167	7.223985890652557
838	31950	9278	33316	6.3015384615384615
839	35637	6683	43887	8.846652267818575
840	9168	9918	14322	18.204444444444444
841	23104	9157	36077	5.595628415300546
842	12975	7154	20376	12.3003003003003
843	31770	5931	56503	2.963820549927641
844	21080	3347	39357	8.846652267818575
845	19407	6883	25475	5.696801112656467
846	36910	4188	73109	2.311512415349887
847	25879	7023	42594	5.204574332909784
848	28444	6893	52715	3.1925175370226033
849	27562	5320	27691	4.649262202043133
850	30257	4438	61921	3.138697318007663
851	20990	5560	47129	4.75725900116144
852	25468	5090	28291	4.530973451327434
853	16772	7113	18537	6.770247933884297
854	40366	9849	33066	5.326397919375813
855	46959	8436	51644	3.011764705882353
856	26250	5590	44799	5.3194805194805195
857	20088	6833	31195	5.688888888888889
858	43964	5119	79007	3.2328334648776638
859	43622	5421	49152	6.272588055130169
860	22302	4719	77102	4.231404958677686
861	30788	5992	63993	2.8287292817679557
862	18134	3758	51464	5.285161290322581
863	27862	4279	41078	4.437703141928494
864	18365	7003	25139	6.470774091627172
865	23314	5450	43479	5.1651954602774275
866	17593	6813	30404	5.665283540802213
867	23384	3908	68408	3.6119929453262785
868	17664	6963	25902	6.1225710014947685
869	29816	3858	69075	3.3879239040529363
870	27733	7785	42224	4.571428571428571
871	29977	6352	63237	5.184810126582279
872	25719	6623	36401	5.075588599752169
873	24567	5751	49777	6.460567823343848
874	45035	6462	32607	4.352816153028693
875	41919	7274	50086	5.178255372945639
876	28383	9708	41782	4.7407407407407405
877	37872	9097	54659	3.5128644939965694
878	17032	6683	23393	6.815307820299501
879	30808	4890	54207	3.71350861287398
880	57840	4138	60932	4.530973451327434
881	66276	3857	55648	2.2768204558087826
882	17783	4989	36425	6.989761092150171
883	11020	7263	14889	22.382513661202186
884	31329	4187	68942	2.9552669552669553
885	25678	4709	40601	4.58165548098434
886	15480	6542	31377	9.990243902439024
887	17303	5881	33931	9.002197802197802
888	23514	6262	34863	5.680998613037448
889	19037	5760	38046	7.984405458089668
890	24467	5019	39169	4.7407407407407405
891	34064	6653	28882	5.688888888888889
892	41979	4639	60881	3.3991701244813277
893	15911	6291	20472	8.062992125984252
894	13005	6532	19448	18.788990825688074
895	11532	7163	13945	16.78688524590164
896	27733	5450	46579	4.476502732240437
897	25769	5891	43996	4.266666666666667
898	16562	7314	23203	6.68189233278956
899	26090	5270	55920	4.48630887185104
900	27593	4027	65865	4.108324974924774
901	28664	5170	61943	2.9745824255628177
902	25238	3777	81343	3.2533756949960284
903	17764	7073	23991	6.2439024390243905
904	42090	3637	79441	1.947693770803614
905	20239	6843	29532	5.988304093567251
906	32522	3697	74362	2.734312416555407
907	23785	11342	17170	8.031372549019608
908	27713	10109	41337	5.1651954602774275
909	18655	6934	26431	5.696801112656467
910	22783	5641	48386	4.404301075268817
911	5200	8806	6330	41.37373737373738
912	23675	7804	45393	4.442516268980477
913	3056	7213	5560	45.010989010989015
914	8296	7173	6322	33.03225806451613
915	41829	3778	95965	1.4797687861271676
916	21100	5721	40563	5.826458036984353
917	28514	3828	78077	3.1314984709480123
918	21201	5600	40976	5.527665317139001
919	29586	5440	47250	4.591928251121076
920	44654	3527	97170	1.4612914734213343
921	17373	6432	28943	7.5711645101663585
922	42942	3476	95852	1.5826893353941267
923	17494	8386	19433	8.359183673469389
924	46177	6222	89882	1.8123893805309734
925	14267	6572	20014	10.014669926650367
926	16521	6543	20010	9.86987951807229
927	35597	4809	67976	2.46006006006006
928	13265	6402	20522	10.343434343434344
929	29246	5320	51199	3.6604110813226094
930	26700	5200	33140	4.404301075268817
931	35327	6442	46281	4.773892773892774
932	37681	6222	33429	4.222680412371134
933	24988	9287	28543	6.595813204508857
934	31089	8626	33105	4.708045977011494
935	31600	4919	38988	4.129032258064516
936	23374	6352	28079	6.606451612903226
937	29035	4369	47369	3.727024567788899
938	20489	6202	34037	6.7479406919275124
939	30368	6192	36815	4.934939759036145
940	47120	3466	64521	2.328595793064241
941	24616	6472	36775	4.970873786407767
942	28374	5290	37110	4.6439909297052155
943	23785	4458	48169	4.22703818369453
944	21290	5781	40114	5.505376344086022
945	24447	4248	44585	5.382391590013141
946	43703	3466	60481	2.2382513661202186
947	34515	4288	78662	2.515970515970516
948	39344	3898	64379	2.253025302530253
949	43012	3566	96723	1.499267935578331
950	20759	5440	46315	5.527665317139001
951	21501	6402	33894	5.565217391304348
952	15389	6743	20397	9.041942604856512
953	18696	5250	47113	6.501587301587302
954	13726	6572	20208	10.088669950738916
955	36349	4639	69787	2.7054161162483488
956	40176	3477	40690	3.957487922705314
957	21681	5631	46209	5.291989664082688
958	22553	5691	45911	5.490616621983914
959	33974	4529	53630	2.948884089272858
960	24897	5641	45792	5.271557271557271
961	33513	10300	30134	5.688888888888889
962	33693	9848	45672	5.696801112656467
963	18685	6482	37628	5.007334963325183
964	24256	4789	45681	4.280041797283177
965	21030	5972	42274	4.876190476190477
966	28775	4789	61123	3.9766990291262134
967	20870	6372	36533	5.088198757763975
968	32712	4859	54848	3.235387045813586
969	34676	4699	64326	2.5144260282381827
970	15820	6433	21469	13.979522184300341
971	26040	5741	41910	4.571428571428571
972	19016	5340	48391	6.224924012158055
973	19728	6853	26427	5.527665317139001
974	33985	5751	41886	4.654545454545454
975	30438	5771	62323	4.691867124856816
976	32452	6953	47176	4.2845188284518825
977	15469	4498	31685	9.142857142857142
978	27702	5010	40614	3.810232558139535
979	46228	3557	101414	1.3763440860215055
980	41148	3557	63028	2.476420798065296
981	58190	3547	104801	1.5075450864924549
982	44024	6132	33325	5.673130193905817
983	25539	7274	38733	5.26478149100257
984	40687	6122	98590	1.583301120989563
985	24176	5130	38235	4.899521531100478
986	31429	3908	81880	2.515970515970516
987	18976	6041	39224	5.997071742313324
988	16842	5541	35722	10.163771712158809
989	33694	3657	83206	2.24807903402854
990	22372	4008	44161	4.923076923076923
991	17534	7023	24616	6.627831715210356
992	18976	4869	43799	6.440251572327044
993	23474	4920	38259	8.015655577299412
994	43983	3457	40896	3.8972407231208375
995	18765	4769	45901	5.527665317139001
996	30828	3397	39940	3.8824644549763034
997	24546	5030	38696	4.976913730255164
998	20378	8707	24384	7.17338003502627
999	35086	3347	40255	3.8972407231208375
1000	12884	7364	17541	9.525581395348837
1001	30939	3306	43761	3.988315481986368
1002	12975	6823	23241	8.031372549019608
1003	28985	3326	40389	3.029585798816568
1004	3416	8596	5550	45.010989010989015
1005	3507	7123	5852	39.00952380952381
1006	31670	5861	85041	2.3312464428002277
1007	7464	7023	9501	22.26086956521739
1008	24998	5070	33343	5.587994542974079
1009	27371	6242	67311	3.8605089538171535
1010	35768	6092	85104	2.3219954648526078
1011	24186	4258	42516	4.8358913813459266
1012	30268	3697	84094	2.577721837633732
1013	2886	6963	4414	163.84
1014	23264	5120	38466	4.807511737089202
1015	17423	5510	53929	5.461333333333333
1016	19277	6272	34178	6.320987654320987
1017	23725	4779	43687	4.5867861142217246
1018	28844	3427	40902	4.325237592397043
1019	26981	5771	42743	4.0039100684261975
1020	14287	6462	30082	6.282208588957055
1021	14377	9578	9789	16.582995951417004
1022	24526	8867	24453	6.041297935103245
1023	22863	5832	41482	4.952841596130592
1024	41549	3617	91205	1.4771006130544537
1025	36038	3597	90452	1.8228749443702714
1026	37040	3657	88934	1.6773136773136774
1027	17292	6412	37458	6.2343987823439875
1028	21351	5009	60619	4.371398078975454
1029	22843	6332	40503	4.209660842754368
1030	40236	3527	86586	1.5687476062811183
1031	35817	3717	91996	1.8044052863436124
1032	15199	6392	27676	8.885032537960955
1033	21090	4648	61790	4.334391534391535
1034	20729	4679	58243	4.708045977011494
1035	35678	3627	92971	1.835948005378754
1036	42430	3527	102474	1.3653333333333333
1037	22362	6372	44472	3.915869980879541
1038	20338	6733	47499	4.352816153028693
1039	25237	4158	63085	4.437703141928494
1040	21330	5781	48372	4.807511737089202
1041	17643	5371	60321	5.43236074270557
1042	17393	8726	44490	5.340286831812255
1043	15389	6352	39326	6.3015384615384615
1044	16431	7284	23203	6.68189233278956
1045	28323	5010	63176	2.921540656205421
1046	17433	6903	23866	6.2629969418960245
1047	17693	6603	29541	5.988304093567251
1048	19847	5631	42011	5.126408010012516
1049	20880	6362	46815	4.24896265560166
1050	16220	6954	18323	6.989761092150171
1051	12033	7234	14727	10.24
1052	21140	6513	35119	4.108324974924774
1053	22072	6722	39044	3.8460093896713614
1054	24225	6673	46344	3.427615062761506
1055	23565	6352	42757	3.577292576419214
1056	19727	3697	66506	5.019607843137255
1057	27793	3667	102653	2.8603351955307263
1058	32211	3497	103809	2.087665647298675
1059	22954	3627	96085	3.710144927536232
1060	27813	3597	103723	2.6222791293213827
1061	18435	6382	40009	4.876190476190477
1062	19456	6472	45116	4.461873638344227
1063	21290	6312	46951	4.1001001001001
1064	19777	6252	46771	4.530973451327434
1065	17133	6342	45079	5.389473684210526
1066	19376	6332	46280	4.442516268980477
1067	17353	6192	40194	5.3194805194805195
1068	16321	6452	40179	5.587994542974079
1069	14818	6312	40541	6.460567823343848
1070	19917	6322	40131	4.390139335476956
1071	19337	6442	39951	4.546059933407325
1072	24156	3847	75361	3.474130619168787
1073	25267	3747	75952	3.4682472480948348
1074	31048	3757	76521	2.8035592060232717
1075	25118	3717	79570	3.775115207373272
1076	17774	6292	40538	5.139272271016311
1077	16462	6372	33674	5.728671328671329
1078	18314	5511	29681	6.511923688394277
1079	20158	5721	40131	5.483266398929049
1080	20118	6392	50707	4.399570354457572
1081	17143	6432	50588	5.375328083989501
1082	16341	6342	39879	6.532695374800638
1083	13225	6182	42668	9.615023474178404
1084	13936	6191	43452	7.937984496124031
1085	13476	6101	39292	9.122494432071269
1086	25818	6663	53027	3.308562197092084
1087	24517	6372	51898	3.4333612740989103
1088	22622	6332	50787	3.7890841813135987
1089	23224	6352	51042	3.592982456140351
1090	28254	6292	52066	3.1267175572519084
1091	31730	7183	54847	3.0095518001469506
1092	3627	7334	6033	36.9009009009009
1093	20008	6162	37788	5.075588599752169
1094	17303	6342	26820	6.574638844301766
1095	24517	6031	46751	3.602462620932278
1096	26230	3647	66669	2.8784258608573436
1097	23074	5811	51505	3.7236363636363636
1098	19437	6672	29409	5.312581063553826
1099	21551	4498	51866	4.917166866746698
1100	24837	5470	49306	3.376751854905194
1101	13846	6722	24724	9.204494382022473
1102	19687	6242	30993	4.989037758830694
1103	22032	6562	29982	4.352816153028693
1104	11371	6933	15225	15.574144486692015
1105	12875	6853	22402	13.60797342192691
1106	13606	3807	42984	11.473389355742297
1107	20359	3897	72615	3.4133333333333336
1108	14428	3386	61275	15.814671814671815
1109	7093	3236	61178	16.0
1110	15730	3817	66703	6.430141287284145
1111	34645	3787	90980	1.9430740037950665
1112	28464	3817	90905	2.6597402597402597
1113	18165	3556	67217	5.680998613037448
1114	30998	3687	94417	2.154655444502893
1115	25298	3797	79587	3.153194765204003
1116	32621	3517	76963	2.360806916426513
1117	19517	3788	48919	7.037800687285223
1118	33443	3537	74992	2.2419266557197592
1119	24557	3647	74718	3.230283911671924
1120	29817	4158	61150	2.7997265892002736
1121	21340	6142	36311	4.481400437636761
1122	22813	6442	38417	4.476502732240437
1123	20248	6543	40806	5.326397919375813
1124	26059	6563	54293	2.8385308385308385
1125	24166	4859	43129	4.0434353405725565
1126	27832	4649	46514	3.10538286580743
1127	30217	4258	66352	2.854355400696864
1128	36860	3747	84004	1.8052005288673425
1129	18475	6472	38446	5.184810126582279
1130	24376	6423	49954	3.54019014693172
1131	26941	6392	51594	3.100681302043906
1132	25128	6392	51557	3.4133333333333336
1133	30848	5711	42791	2.608917197452229
1134	31870	5431	43839	2.5098039215686274
1135	28844	5740	41186	2.7601078167115904
1136	29085	5671	41218	2.7582491582491584
1137	28674	5661	42106	2.664931685100846
1138	42260	4529	60023	1.903345724907063
1139	21460	5902	48207	4.222680412371134
1140	19497	6372	40356	6.291858678955453
1141	16291	6953	25144	7.07426597582038
1142	35417	3707	75352	2.2831661092530657
1143	20338	3707	64630	4.970873786407767
1144	27422	4188	86969	2.6771241830065358
1145	36018	3627	76371	2.019723865877712
1146	2625	7023	4561	128.0
1147	21030	3987	84193	3.9460500963391136
1148	41389	3546	90466	1.4571326929918178
1149	19457	6522	33337	5.688888888888889
1150	23484	3737	70177	4.0039100684261975
1151	24747	3767	72814	3.7338195077484047
1152	20800	3576	68854	5.649655172413793
1153	20990	3486	71175	6.140929535232384
1154	25358	3877	77836	3.2482157018239493
1155	23474	3767	75182	3.666965085049239
1156	17163	7073	24576	5.970845481049563
1157	15269	6873	24251	7.17338003502627
1158	17042	6552	33074	5.818181818181818
1159	38482	3507	90542	1.644319550381373
1160	40897	3607	85678	1.6087981146897095
1161	3517	7104	6039	39.38461538461539
1162	17774	6512	40871	5.497986577181208
1163	17904	6262	35206	5.51278600269179
1164	18525	6372	45799	4.976913730255164
1165	18405	4007	83070	5.271557271557271
1166	38483	3807	92081	1.6502820306204673
1167	38123	3636	96448	1.6037588097102584
1168	41979	3537	96614	1.5687476062811183
1169	28905	3316	87304	2.3744927536231883
1170	2685	7093	4853	87.14893617021276
1171	28034	3757	87590	3.1678267594740914
1172	23224	3877	85847	3.5128644939965694
1173	32041	4398	81335	2.14900314795383
1174	31420	5630	41888	2.6788750817527798
1175	31990	5311	43796	2.4615384615384617
1176	29185	5640	42042	2.664931685100846
1177	30167	5411	43371	2.5144260282381827
1178	30768	5491	43136	2.5696361355081554
1179	31840	5290	48292	2.4179456906729633
1180	17944	5090	42752	7.301247771836007
1181	42080	3607	97989	1.4872912127814089
1182	38232	3647	90886	1.6800656275635768
1183	36399	3596	93862	1.75793991416309
1184	3787	7304	6253	35.00854700854701
1185	26089	3998	72713	3.0073421439060204
1186	14628	6161	33815	8.78969957081545
1187	27251	3757	78676	2.7361389445557784
1188	35076	3647	73443	2.087665647298675
1189	6331	6161	20391	23.813953488372093
1190	26059	6342	53528	3.2979066022544283
1191	23855	6382	50718	3.558644656820156
1192	25208	6362	51736	3.319286871961102
1193	19527	6342	49302	4.501098901098901
1194	23785	6322	51466	3.592982456140351
1195	23474	6783	49459	3.5340811044003453
1196	23164	6362	51610	3.6344276841171252
1197	19327	6562	44519	4.665148063781321
1198	24336	6332	44992	3.9460500963391136
1199	25188	6292	53149	3.37119341563786
1200	21681	6302	51343	3.8641509433962264
1201	21611	6352	53190	3.9422521655437923
1202	23866	6372	51611	3.4770797962648556
1203	21671	6472	39151	4.24896265560166
1204	13766	7123	15201	10.922666666666666
1205	40286	3657	93182	1.5681470137825422
1206	41559	3577	98202	1.4819102749638204
1207	34315	3586	97893	1.8626648476580263
1208	42481	3526	97620	1.5031192660550459
1209	39605	3596	96541	1.5663479923518164
1210	30278	4037	80447	3.474130619168787
1211	14307	7143	14501	10.61139896373057
1212	28364	4889	57881	3.217596229379419
1213	14367	6612	23656	9.122494432071269
1214	18355	6662	31761	6.050221565731167
1215	12634	6873	21027	10.395939086294415
1216	19377	6312	27003	5.107231920199501
1217	11121	6833	14549	14.173010380622838
1218	20028	6482	37264	5.375328083989501
1219	30528	3466	90430	2.212857914640735
1220	30057	3386	84556	2.4193738924985233
1221	28013	3737	79672	3.0363232023721274
1222	35377	3587	89432	1.850881156800723
1223	23675	5180	56491	4.348195329087049
1224	10720	7134	15030	13.212903225806452
1225	38653	3507	85527	1.6292760540970566
1226	48562	4028	67145	1.7045359966708282
1227	44755	4067	68048	1.669792091316755
1228	25689	5680	52299	3.354627354627355
1229	20910	6562	28789	5.868194842406877
1230	27843	5260	49510	3.34094616639478
1231	17523	5330	46654	5.361256544502618
1232	32361	3767	81150	2.302417088251827
1233	40456	3687	91148	1.506990434142752
1234	38042	3637	87543	1.6759410801963994
1235	21501	5961	37751	5.044334975369458
1236	34595	4389	98730	1.8367713004484305
1237	13135	7003	22085	13.884745762711864
1238	9268	7023	9013	17.964912280701753
1239	23294	6572	33570	4.051434223541048
1240	17363	6893	24471	5.760900140646976
1241	21241	5069	55357	4.015686274509804
1242	8386	7003	13104	24.094117647058823
1243	19317	6171	36977	5.368283093053735
1244	15198	6042	31553	9.846153846153847
1245	21210	6212	34780	5.696801112656467
1246	24176	4879	39827	4.68649885583524
1247	20038	6642	28830	5.818181818181818
1248	10660	6412	19424	18.703196347031962
1249	33604	3877	89500	2.318053197509904
1250	28594	4499	52548	3.5098543273350473
1251	32361	3777	94590	2.0137659783677484
1252	22613	6312	50091	3.7820867959372113
1253	2665	7043	4902	87.14893617021276
1254	13125	6763	22572	14.173010380622838
1255	20769	6813	29912	4.670467502850627
1256	18304	6683	25681	5.2445582586427655
1257	16090	3457	62510	1.7260851243152129
1258	16070	6813	24202	7.185964912280702
1259	23485	5109	38728	4.556173526140156
1260	16842	6733	31335	6.068148148148148
1261	16771	6963	23683	6.977853492333901
1262	23856	5330	55298	3.303225806451613
1263	13886	7134	18978	8.962800875273523
1264	14848	5510	39467	6.077151335311573
1265	22784	6522	31760	4.612612612612613
1266	6443	6983	13906	19.883495145631066
1267	18064	5180	25110	8.17564870259481
1268	37421	3477	92572	1.795703638754932
1269	27081	3466	45275	4.4667393675027265
1270	15469	7244	15948	7.984405458089668
1271	22202	3808	72459	4.334391534391535
1272	3035	7014	5618	78.76923076923077
1273	2635	6973	5132	77.28301886792453
1274	20158	6643	30784	4.8530805687203795
1275	20249	6662	31310	4.882002383790226
1276	15689	6613	30613	7.340501792114695
1277	33223	3577	88750	2.003913894324853
1278	39615	3667	83755	1.7088026700041719
1279	32101	3547	81038	2.2579933847850056
1280	36609	3587	72441	1.9777885079671655
1281	38232	3466	90063	1.6623376623376624
1282	36619	3517	81732	1.8626648476580263
1283	40657	3527	101688	1.4197573656845754
1284	40406	3457	91711	1.659643435980551
1285	21611	6512	36923	4.946859903381642
1286	17954	6743	29714	6.005865102639296
1287	18886	6151	40919	5.044334975369458
1288	17874	7003	23537	5.665283540802213
1289	14066	6833	22721	11.377777777777778
1290	25698	6412	52115	3.3355048859934855
1291	22893	6402	48654	3.750915750915751
1292	24827	6372	50390	3.3165991902834007
1293	25268	6732	50680	3.235387045813586
1294	26129	6252	51076	3.170278637770898
1295	11111	6943	14773	14.321678321678322
1296	20319	3817	64568	3.8751182592242195
1297	20509	3717	64431	4.675799086757991
1298	31951	5069	67826	2.991964937910884
1299	37621	3707	91832	1.7202855942881143
1300	38262	3667	75734	1.8392456219128872
1301	30317	3657	90217	1.7429787234042553
1302	27192	3777	72561	2.987600291757841
1303	21901	3848	77250	4.231404958677686
1304	26761	3747	72556	2.8946996466431094
1305	35817	3676	71775	2.2200542005420054
1306	30838	4008	61327	2.615581098339719
1307	22843	3797	65696	4.087824351297405
1308	22332	3827	63858	4.352816153028693
1309	3657	7083	6026	35.310344827586206
1310	25088	6653	50664	3.3739703459637562
1311	30127	3838	79522	2.318053197509904
1312	29385	3657	74736	2.362168396770473
1313	32011	4418	55763	3.1925175370226033
1314	34826	4458	58865	2.5973367152821814
1315	20489	6222	37260	5.403693931398417
1316	20208	6883	31479	5.178255372945639
1317	13425	7214	17898	8.569037656903765
1318	31350	3376	83607	2.0962128966223132
1319	21481	6803	30841	4.571428571428571
1320	37200	3667	90034	1.8927911275415896
1321	32281	3597	89999	2.253025302530253
1322	24567	3717	70731	3.7961075069508805
1323	19868	3707	64454	4.958837772397095
1324	20630	3717	64573	4.633484162895928
1325	34846	3627	87354	1.6780008193363376
1326	19888	3747	64068	5.05055487053021
1327	13446	7033	16696	9.68321513002364
1328	25719	4018	67938	3.1751937984496124
1329	31680	3467	73617	2.316742081447964
1330	39856	3506	98463	1.546243865609664
1331	40537	3487	93264	1.528358208955224
1332	28875	3847	87663	2.470446320868516
1333	15058	6613	28220	9.351598173515981
1334	25297	3907	63295	3.282051282051282
1335	33433	4027	106319	1.3965223320831912
1336	27542	4038	82740	2.846421125781793
1337	26190	3837	81948	2.907026259758694
1338	21641	4348	57280	3.5617391304347827
1339	20258	6152	27525	4.982968369829684
1340	29305	3537	85286	2.3939216832261834
1341	28885	3276	92708	2.3648960739030023
1342	29065	3246	93190	2.548848786558805
1343	27933	3246	92716	2.4009378663540444
1344	32882	3236	88023	2.0127764127764127
1345	29216	3206	64563	2.6006349206349206
1346	25869	3226	63537	2.9702683103698333
1347	29305	3687	73574	2.6425806451612903
1348	26540	4298	66212	3.727024567788899
1349	12814	6613	19505	13.003174603174603
1350	18265	6753	25719	6.1225710014947685
1351	20900	3547	71624	4.7407407407407405
1352	23114	6432	50311	3.8208955223880596
1353	15279	5320	45743	8.258064516129032
1354	15299	5431	45735	7.433756805807622
1355	14718	5250	46805	7.937984496124031
1356	30036	3987	79981	2.433749257278669
1357	30377	3677	86532	2.34324942791762
1358	27712	4168	75441	2.7379679144385025
1359	19817	4008	50506	5.044334975369458
1360	20018	6433	39740	4.442516268980477
1361	16070	6603	34930	5.988304093567251
1362	19948	6352	40139	4.399570354457572
1363	16632	6612	34004	5.665283540802213
1364	19617	6563	40115	4.4667393675027265
1365	23324	6503	45816	3.6702508960573477
1366	22021	6272	46757	3.919617224880383
1367	22853	6332	45033	3.680143755615454
1368	8526	7274	7152	21.78723404255319
1369	15008	5421	36375	10.666666666666666
1370	19637	6352	27203	5.0818858560794045
1371	21470	6002	32231	4.576536312849162
1372	14257	6031	23264	7.892100192678227
1373	40707	3586	100556	1.4056280027453671
1374	40216	3627	88388	1.6312226204699323
1375	35257	3617	72338	2.1389033942558746
1376	38764	3546	72821	1.8392456219128872
1377	26710	3297	25308	5.0257668711656445
1378	31349	3176	29271	3.0476190476190474
1379	2916	3697	16988	151.7037037037037
1380	13165	5680	36253	14.27177700348432
1381	16401	6022	34877	8.291497975708502
1382	4378	7144	8648	25.924050632911392
1383	18364	6162	30671	6.965986394557823
1384	39996	3497	97203	1.5845261121856866
1385	22503	4428	86777	3.4218880534670006
1386	38412	3507	94499	1.7878655608904408
1387	5480	4278	20000	18.367713004484305
1388	21100	5841	42062	4.768335273573923
1389	22092	6402	45925	3.9384615384615387
1390	22352	6392	33082	4.665148063781321
1391	10119	7114	15476	14.52482269503546
1392	39635	3577	93839	1.636436276468238
1393	20449	6412	40015	4.357446808510638
1394	20829	6763	27163	4.665148063781321
1395	19266	6132	37166	5.557666214382632
1396	20840	3456	69350	4.096
1397	20068	3337	73107	4.0554455445544555
1398	19096	3347	73178	4.311578947368421
1399	19326	3326	69908	4.394849785407725
1400	23345	3326	79845	3.1314984709480123
1401	30177	3447	87235	2.1422594142259412
1402	13685	3506	58392	7.148342059336824
1403	14277	3236	57941	6.759075907590759
1404	20899	5731	42498	5.197969543147208
1405	28644	5591	29155	4.171079429735234
1406	14958	5040	38100	10.422391857506362
1407	32952	4579	68788	2.2755555555555556
1408	9819	6713	23478	12.921135646687697
1409	12133	5681	26734	13.342019543973942
1410	19176	6793	28807	6.627831715210356
1411	16381	6883	30070	6.113432835820896
1412	31379	5651	46996	2.5098039215686274
1413	29335	5781	41146	2.776949152542373
1414	29306	5821	41578	2.680628272251309
1415	31480	5591	47085	2.5021380574221137
1416	30457	5541	46711	2.529956763434219
1417	29616	5771	41253	2.7179827471798275
1418	31640	5370	48418	2.366262276140959
1419	30778	5561	47531	2.4541641701617736
1420	30818	5641	46372	2.5761006289308175
1421	30317	5601	46223	2.580970384373031
1422	21000	3486	69603	4.091908091908092
1423	23214	6613	45188	3.775115207373272
1424	21150	6362	38765	3.9960975609756098
1425	21781	6703	44948	3.761248852157943
1426	22512	6332	41388	3.7543538038496793
