	compressor_time	entropy_time	entropy	compress
459	55937	15630	31780	4.893667861409797
460	61848	15169	45737	4.3298097251585626
461	48944	6001	45685	3.9960975609756098
462	42632	6442	31824	5.818181818181818
463	15660	13586	21298	13.518151815181518
464	14157	14328	8778	19.230046948356808
465	121292	30629	51881	3.4104912572855954
466	123847	31099	41689	3.6056338028169015
467	62168	9728	58044	4.2533748701973
468	65745	9909	51505	3.919617224880383
469	26671	7043	31572	5.326397919375813
470	38434	5591	47227	3.9460500963391136
471	29326	5841	38999	4.019627085377821
472	32652	5039	55108	3.4653130287648053
473	25779	5701	45577	4.452173913043478
474	32602	5040	55017	3.230283911671924
475	25890	5571	45188	4.3298097251585626
476	30228	5570	46618	3.727024567788899
477	21922	6512	30325	6.564102564102564
478	28174	5761	50285	4.096
479	26361	5149	45681	4.6439909297052155
480	31761	5300	58359	3.4889267461669506
481	27182	6021	37898	4.141557128412538
482	54574	6131	40931	3.5038494439692043
483	56318	5731	40218	3.5279931093884582
484	107094	5530	58806	2.5330859616573904
485	99460	5240	45519	4.58165548098434
486	57510	12544	40232	4.205338809034908
487	83730	10590	107066	1.2999047921294826
488	23755	6212	38339	4.8358913813459266
489	4739	7444	4662	110.70270270270271
490	24206	6723	38154	4.691867124856816
491	20259	6091	26048	9.16331096196868
492	4759	7364	4507	146.28571428571428
493	63622	5290	45902	4.116582914572865
494	4549	7094	4507	146.28571428571428
495	78621	7364	45767	3.775115207373272
496	79432	7695	39511	3.640888888888889
497	24907	7745	32202	5.298835705045279
498	21892	6753	42557	7.406871609403255
499	14527	11351	16984	18.618181818181817
500	21331	11803	42524	7.049913941480207
501	19427	5701	42961	7.013698630136986
502	32683	5490	57803	2.6718851924331375
503	33164	5611	48890	3.143514965464313
504	30959	4949	64466	2.7807196198234894
505	28264	4780	67031	3.0843373493975905
506	22372	4108	69271	4.0434353405725565
507	22342	7354	6495	31.751937984496124
508	43984	6393	36242	3.2741806554756194
509	114418	11121	51380	3.5310344827586206
510	113558	10600	69355	4.4667393675027265
511	83520	14287	45784	4.154158215010142
512	27041	5660	49340	3.5961369622475856
513	29606	4729	69321	2.7638326585695006
514	10550	7334	8974	18.788990825688074
515	24637	3857	83465	3.7406392694063926
516	19067	3827	80115	4.779463243873979
517	24867	5250	67901	3.303225806451613
518	24977	5060	56126	3.919617224880383
519	23224	5851	48063	3.5038494439692043
520	21430	6202	48866	4.257796257796258
521	14808	6923	24365	7.236749116607774
522	12995	6903	20173	12.603076923076923
523	32912	5110	61265	2.56
524	28514	4258	41471	4.911270983213429
525	30037	5200	66467	2.5842271293375396
526	25679	5140	45596	4.201025641025641
527	10410	7424	9726	14.371929824561404
528	36329	4949	33451	4.556173526140156
529	17893	6822	26668	5.557666214382632
530	32902	5010	33080	5.843081312410842
531	15850	6893	24665	6.660162601626016
532	16311	5641	30238	7.32737030411449
533	13255	9338	20353	12.011730205278592
534	30688	8036	47694	4.007827788649706
535	44194	3667	90846	1.9797003383276945
536	41579	4789	55698	2.998535871156662
537	18044	7464	30404	6.64935064935065
538	30738	6042	59997	2.49908480780964
539	24006	3747	74578	3.4623837700760776
540	14979	6642	27104	9.729216152019003
541	41508	3527	95475	1.5875968992248062
542	26811	4569	39342	4.571428571428571
543	29395	4028	72648	2.5362229102167184
544	25158	4328	50022	4.864608076009501
545	37020	3577	81777	1.7024106400665004
546	17333	10460	20111	10.807387862796833
547	25438	8486	46510	5.3542483660130715
548	25018	4448	54123	4.929001203369435
549	43051	3768	93398	1.6164167324388319
550	36779	3507	69556	2.3299203640500568
551	32452	3737	85504	2.46006006006006
552	25438	5420	43057	4.394849785407725
553	16241	3757	75298	6.671009771986971
554	25047	5961	71283	5.572789115646258
555	29896	8225	36048	5.0257668711656445
556	24436	3797	77464	3.838800374882849
557	30368	4248	41197	4.385438972162741
558	21701	5360	63526	5.777150916784203
559	41418	5681	62530	2.489969604863222
560	22893	4669	52915	4.035467980295566
561	17534	6732	21982	7.185964912280702
562	23214	6573	27380	6.68189233278956
563	29366	3987	75975	4.302521008403361
564	43081	3727	81671	2.4482964734010757
565	22804	4077	52060	4.929001203369435
566	18935	4909	47099	6.770247933884297
567	25568	4799	47898	8.09486166007905
568	31109	5651	46362	5.382391590013141
569	24095	7405	47917	6.770247933884297
570	26451	7163	43365	5.368283093053735
571	16361	7123	18459	6.918918918918919
572	15890	4488	47506	8.904347826086957
573	17874	4799	48052	7.366906474820144
574	31159	5561	49531	5.100871731008717
575	19086	11051	31890	5.211195928753181
576	12714	6983	22067	12.487804878048781
577	18315	6462	30550	7.406871609403255
578	29015	4398	51702	3.51587982832618
579	19697	6653	30968	6.005865102639296
580	22142	5431	48212	4.5612472160356345
581	18214	6833	25935	5.809929078014185
582	18375	5851	33615	7.037800687285223
583	26451	5049	55497	3.2768
584	21941	5901	41532	4.432900432900433
585	16080	6633	12512	9.394495412844037
586	16752	8066	22992	6.803986710963455
587	21922	7494	34814	5.542625169147497
588	33574	6482	70735	2.2933930571108623
589	22452	6022	36502	4.399570354457572
590	18034	6072	36640	6.005865102639296
591	19257	4669	44893	5.843081312410842
592	19086	4849	44354	5.885057471264368
593	18104	7013	26078	5.944847605224964
594	21241	6191	42731	4.183861082737487
595	22934	5300	44848	5.565217391304348
596	26310	5811	41826	4.6811428571428575
597	18976	4789	44443	5.542625169147497
598	25428	4559	64371	3.761248852157943
599	22002	4709	47063	4.801875732708089
600	39685	3567	91262	1.5875968992248062
601	15831	4378	43762	7.831739961759082
602	21511	7695	41696	8.445360824742268
603	29516	8977	35832	4.71889400921659
604	19427	4238	47103	5.618655692729766
605	24877	5961	35868	4.697247706422019
606	21541	4308	52556	4.88782816229117
607	18485	6362	27788	6.703764320785598
608	27733	7204	25761	6.041297935103245
609	16221	6723	16657	8.078895463510849
610	25048	6492	29639	6.410015649452269
611	22463	5580	36908	5.158690176322418
612	20329	5851	38503	5.785310734463277
613	16892	6733	21873	7.366906474820144
614	22773	5060	37482	5.3194805194805195
615	17433	5781	35857	7.26241134751773
616	17934	5891	31931	6.564102564102564
617	20889	5941	38536	5.520215633423181
618	19267	5931	38479	6.430141287284145
619	15860	6112	37171	8.49792531120332
620	46919	5831	82523	2.3206798866855523
621	47801	5791	82757	2.1938939475093733
622	25629	6793	32029	6.2439024390243905
623	36840	3997	80138	2.3325740318906605
624	14768	6502	21903	13.2987012987013
625	42351	4117	85485	1.5639557082856053
626	9417	14368	31841	13.08626198083067
627	29666	3858	82182	2.3486238532110093
628	23534	5790	43089	4.571428571428571
629	8686	6773	13906	20.07843137254902
630	34826	3697	81434	2.0267194458189017
631	36800	4198	65048	2.398126463700234
632	22393	5480	45585	5.0945273631840795
633	3587	7284	5542	45.010989010989015
634	13476	7414	9495	11.941690962099125
635	30839	9167	36639	5.3194805194805195
636	41328	7484	57564	3.170278637770898
637	22513	6733	26588	10.088669950738916
638	38834	4769	73297	2.5440993788819877
639	25990	5921	50614	4.205338809034908
640	41168	4288	55466	2.6494178525226393
641	36359	4428	84238	1.9384761003312825
642	43232	9518	53782	3.6056338028169015
643	46859	7975	57960	4.432900432900433
644	28965	5470	70481	4.801875732708089
645	27612	6673	46515	6.470774091627172
646	17773	7224	44907	10.722513089005236
647	22723	9679	38258	4.399570354457572
648	21791	4438	49289	5.001221001221001
649	16621	7234	16917	8.047151277013752
650	20128	4920	50911	6.460567823343848
651	37340	4919	64120	2.5648090169067
652	29436	4268	54960	5.461333333333333
653	23474	10230	23523	6.330757341576507
654	31339	8025	77657	3.919617224880383
655	21250	7043	30540	4.964848484848485
656	22603	7264	40391	4.0434353405725565
657	20269	5901	47907	5.649655172413793
658	21921	6393	37617	4.923076923076923
659	18725	4058	49058	5.285161290322581
660	17744	6723	29636	6.131736526946108
661	32451	4950	50176	6.491283676703645
662	18796	10450	17100	9.082039911308204
663	26670	9638	48975	4.713463751438435
664	31580	5170	58336	4.091908091908092
665	36058	4649	81650	2.7416331994645247
666	37161	4809	60588	2.8583391486392182
667	37240	3677	82439	2.739799331103679
668	25108	5831	45650	4.934939759036145
669	32551	3617	81362	2.809327846364883
670	21311	6352	38678	5.044334975369458
671	19377	6773	28658	5.626373626373627
672	29205	6262	42243	6.272588055130169
673	16411	4308	44434	8.126984126984127
674	25237	6062	51528	4.280041797283177
675	14167	4299	35602	9.77565632458234
676	3046	7504	5132	91.02222222222223
677	16772	4208	48458	8.308316430020284
678	29065	5721	38434	6.895622895622895
679	15970	3868	44565	8.062992125984252
680	15760	6161	50201	8.943231441048034
681	15469	5440	35785	9.503480278422273
682	34425	9548	35403	5.809929078014185
683	36469	8065	59527	5.278350515463917
684	52269	6402	47726	6.585209003215434
685	55245	6693	47072	5.769014084507043
686	6743	8907	21002	21.005128205128205
687	19246	7955	43744	6.511923688394277
688	36359	3707	70417	2.3772489843296576
689	31479	4238	64189	4.371398078975454
690	48832	3828	69039	2.694736842105263
691	44294	4769	52686	5.475935828877005
692	47921	5501	72165	2.694736842105263
693	48682	5871	71163	3.878787878787879
694	31991	4308	54740	5.542625169147497
695	39665	3807	72788	2.3580886586067935
696	12594	7424	24415	12.921135646687697
697	31550	6963	59226	3.349141455437449
698	24356	4138	68537	4.617812852311161
699	29115	4138	73888	2.931997136721546
700	21491	4138	55216	5.298835705045279
701	13767	7303	27670	11.07027027027027
702	13535	7615	16921	11.538028169014085
703	3016	7103	4499	146.28571428571428
704	48782	9127	56737	3.615180935569285
705	50736	7825	61694	4.68649885583524
706	32451	7154	52683	5.361256544502618
707	41289	6953	52130	3.148347425057648
708	27883	4318	69822	3.8424015009380863
709	21371	6001	42159	4.84160756501182
710	10429	7424	9236	15.814671814671815
711	18635	7344	16616	10.189054726368159
712	16020	7695	16185	8.623157894736842
713	39145	4438	57136	2.786394557823129
714	27201	5531	50723	3.4859574468085106
715	3467	7104	5147	69.42372881355932
716	20820	6863	31197	5.258023106546855
717	19256	9909	17922	8.462809917355372
718	39385	7434	64441	2.4854368932038833
719	20700	6181	37464	5.05055487053021
720	17873	7123	24729	6.5536
721	10389	6944	13542	23.813953488372093
722	13325	9588	8473	19.14018691588785
723	30448	7094	67273	2.8885754583921015
